0.046997	-0.309326	0.478271	-0.013041	0.008651	-0.038613	1
0.034302	-0.298218	0.483032	-0.018130	0.009160	-0.043003	2
0.020752	-0.291016	0.482544	-0.027545	0.009987	-0.047774	3
0.012695	-0.297607	0.479858	-0.041349	0.010560	-0.052545	4
0.002319	-0.320068	0.478027	-0.057570	0.011196	-0.058397	5
-0.003296	-0.353516	0.479248	-0.073855	0.010814	-0.065649	6
-0.012329	-0.381470	0.476563	-0.086387	0.009987	-0.073855	7
-0.020142	-0.407104	0.458618	-0.098028	0.007888	-0.084033	8
-0.026489	-0.442871	0.451782	-0.102036	0.007952	-0.094911	9
-0.026489	-0.487793	0.443359	-0.106107	0.005662	-0.106997	11
-0.026489	-0.487793	0.443359	-0.106107	0.005662	-0.106997	11
-0.028564	-0.532104	0.431274	-0.106234	0.003308	-0.121565	12
-0.034668	-0.567749	0.427124	-0.101654	0.001463	-0.137913	13
-0.033203	-0.598755	0.424561	-0.093575	-0.000700	-0.155534	14
-0.034424	-0.626831	0.414063	-0.083588	-0.001781	-0.175000	15
-0.035278	-0.649780	0.411011	-0.074237	-0.003499	-0.195547	16
-0.036133	-0.664307	0.410400	-0.061641	-0.004453	-0.215903	17
-0.037354	-0.678223	0.414307	-0.046565	-0.003817	-0.237850	18
-0.041138	-0.689209	0.422485	-0.029517	-0.003435	-0.259160	19
-0.046021	-0.695190	0.432861	-0.009224	-0.002926	-0.282125	20
-0.056519	-0.685547	0.444336	0.014695	-0.002608	-0.305662	21
-0.067871	-0.670898	0.455322	0.039249	-0.002545	-0.329962	22
-0.082520	-0.652100	0.464478	0.063931	-0.003244	-0.353244	23
-0.090576	-0.636108	0.467041	0.088740	-0.004071	-0.378181	24
-0.103149	-0.627319	0.470093	0.114822	-0.004962	-0.401018	25
-0.110962	-0.619019	0.476074	0.142748	-0.005025	-0.424046	26
-0.123047	-0.592896	0.479492	0.172010	-0.007570	-0.446692	27
-0.137817	-0.553101	0.486816	0.200445	-0.010369	-0.469084	28
-0.151489	-0.518921	0.484741	0.226654	-0.013677	-0.488995	29
-0.160278	-0.480347	0.483521	0.251781	-0.018511	-0.507316	30
-0.169556	-0.427856	0.482300	0.277672	-0.023855	-0.523410	31
-0.168091	-0.368774	0.471313	0.301209	-0.031298	-0.538168	32
-0.167969	-0.306885	0.466553	0.322964	-0.036832	-0.550509	33
-0.159546	-0.244019	0.444702	0.339186	-0.042812	-0.560941	34
-0.155396	-0.178345	0.432861	0.354835	-0.046501	-0.568193	35
-0.161255	-0.117065	0.425293	0.366285	-0.049746	-0.573664	36
-0.168213	-0.062012	0.421875	0.372837	-0.055025	-0.576845	37
-0.170288	-0.007080	0.431274	0.377354	-0.060496	-0.577608	38
-0.177490	0.043457	0.431885	0.378181	-0.065140	-0.577163	39
-0.182251	0.100830	0.431763	0.376272	-0.071247	-0.574173	40
-0.180786	0.156494	0.433228	0.370802	-0.078244	-0.568448	41
-0.168701	0.215454	0.421143	0.365204	-0.085115	-0.560814	42
-0.156250	0.271362	0.412354	0.357188	-0.088740	-0.549555	43
-0.140991	0.324219	0.400391	0.346247	-0.092621	-0.535878	44
-0.119629	0.372437	0.389038	0.333715	-0.096310	-0.521120	45
-0.099609	0.411865	0.381470	0.318384	-0.097774	-0.503944	46
-0.082031	0.452881	0.372681	0.299936	-0.098791	-0.485941	47
-0.064453	0.496704	0.360229	0.278435	-0.098219	-0.466158	48
-0.049194	0.541504	0.355103	0.252672	-0.096438	-0.445483	49
-0.038452	0.574829	0.346436	0.223028	-0.092557	-0.422010	50
-0.027344	0.590454	0.343750	0.191285	-0.088613	-0.398346	51
-0.020874	0.597534	0.340820	0.159796	-0.083715	-0.373919	52
-0.010132	0.602539	0.338135	0.131616	-0.080216	-0.351399	53
0.005127	0.605713	0.324951	0.106870	-0.074936	-0.327735	54
0.026489	0.609009	0.313843	0.084796	-0.070229	-0.304898	55
0.052856	0.610962	0.305176	0.065076	-0.064885	-0.282570	56
0.074707	0.610718	0.304321	0.047519	-0.059288	-0.261641	57
0.090454	0.605957	0.306030	0.031107	-0.054453	-0.240267	58
0.101196	0.601318	0.307983	0.015585	-0.049300	-0.220356	59
0.111328	0.600098	0.315796	0.001908	-0.045229	-0.201718	60
0.119385	0.601318	0.322021	-0.010305	-0.042812	-0.182824	61
0.130737	0.596802	0.320923	-0.022964	-0.039631	-0.164249	62
0.138550	0.587891	0.320435	-0.034478	-0.036768	-0.147137	63
0.148682	0.572266	0.326294	-0.043702	-0.034224	-0.129135	64
0.154907	0.552856	0.330078	-0.050382	-0.031870	-0.112659	65
0.161499	0.532471	0.334229	-0.054771	-0.028880	-0.096883	66
0.164795	0.510498	0.340088	-0.056552	-0.027290	-0.082379	67
0.168701	0.489014	0.348389	-0.055662	-0.024809	-0.068384	68
0.171997	0.466919	0.352051	-0.052863	-0.022901	-0.055280	69
0.177612	0.446899	0.356201	-0.050509	-0.021120	-0.043766	70
0.182129	0.426147	0.365112	-0.048092	-0.019466	-0.033142	71
0.185059	0.408081	0.370972	-0.044847	-0.016985	-0.023664	72
0.186890	0.389282	0.376709	-0.042366	-0.015076	-0.015204	73
0.189331	0.372803	0.380615	-0.040776	-0.014695	-0.008461	74
0.192627	0.356934	0.385376	-0.040712	-0.013613	-0.002417	75
0.197266	0.340942	0.385864	-0.041158	-0.012532	0.002099	76
0.201172	0.324341	0.390991	-0.041730	-0.011323	0.006552	77
0.205200	0.309448	0.397095	-0.042875	-0.009924	0.010115	78
0.207397	0.296997	0.402832	-0.044338	-0.009733	0.012913	79
0.207520	0.283813	0.404175	-0.045738	-0.008270	0.015267	80
0.209351	0.271240	0.404785	-0.047201	-0.007316	0.017366	81
0.207275	0.262451	0.406494	-0.048919	-0.007570	0.018321	82
0.207031	0.250854	0.410034	-0.050000	-0.006934	0.019784	83
0.207764	0.240234	0.413818	-0.051336	-0.006743	0.020356	84
0.205078	0.224365	0.420654	-0.052226	-0.005662	0.021183	85
0.205322	0.207886	0.427612	-0.050954	-0.005534	0.021310	86
0.205078	0.192871	0.436279	-0.048092	-0.005852	0.021628	87
0.205078	0.186035	0.437744	-0.043639	-0.005089	0.021374	88
0.205444	0.182251	0.443726	-0.037850	-0.005789	0.021756	89
0.205322	0.181885	0.443115	-0.032443	-0.006743	0.021374	90
0.205811	0.177612	0.440186	-0.027354	-0.005916	0.021883	91
0.206787	0.173096	0.442261	-0.023028	-0.005280	0.021183	92
0.204712	0.171387	0.445068	-0.019402	-0.004962	0.021628	93
0.201050	0.169189	0.445801	-0.016158	-0.003880	0.021692	94
0.200684	0.161743	0.446167	-0.013041	-0.002672	0.022265	95
0.199463	0.160156	0.442993	-0.010305	-0.001718	0.022074	96
0.200684	0.160645	0.438721	-0.008461	-0.001654	0.022837	97
0.197510	0.158813	0.438477	-0.007697	0.000509	0.023092	98
0.193237	0.155029	0.438721	-0.008206	0.001463	0.023346	99
0.184814	0.153809	0.442505	-0.009542	0.002290	0.023346	100
0.180420	0.150024	0.440674	-0.011514	0.002926	0.023346	101
0.177856	0.147339	0.441650	-0.013613	0.003053	0.022964	102
0.177124	0.143433	0.441162	-0.015458	0.003435	0.023092	103
0.175659	0.140503	0.442383	-0.017748	0.003244	0.022901	104
0.173218	0.139893	0.440430	-0.020293	0.003817	0.022328	105
0.168091	0.138184	0.443848	-0.022455	0.003181	0.022328	106
0.169678	0.138794	0.443604	-0.024300	0.003372	0.021374	107
0.170044	0.135254	0.444946	-0.026654	0.004198	0.021628	108
0.167603	0.128662	0.442627	-0.027926	0.003880	0.020611	109
0.167603	0.121460	0.445679	-0.028690	0.004008	0.020547	110
0.171143	0.114014	0.447998	-0.028499	0.005025	0.019593	111
0.168823	0.110840	0.447021	-0.027036	0.005280	0.019275	112
0.169556	0.111572	0.450562	-0.024364	0.005789	0.019148	113
0.166260	0.114990	0.451904	-0.021947	0.007061	0.019338	114
0.165405	0.117554	0.452515	-0.020102	0.007952	0.018702	115
0.163940	0.123779	0.453857	-0.019466	0.008333	0.019402	116
0.161011	0.125977	0.455933	-0.020165	0.008779	0.019211	117
0.159058	0.125854	0.456421	-0.021756	0.009924	0.019529	118
0.157593	0.122437	0.456055	-0.023282	0.010051	0.019975	119
0.154785	0.116211	0.456177	-0.024237	0.011069	0.020165	120
0.152832	0.110840	0.455688	-0.024491	0.011450	0.020483	121
0.151123	0.108398	0.456909	-0.023728	0.010941	0.020738	122
0.149780	0.108887	0.454468	-0.023410	0.011578	0.020293	123
0.150757	0.109497	0.451416	-0.023537	0.011196	0.020038	124
0.146973	0.109619	0.449219	-0.024364	0.011260	0.019275	125
0.147095	0.111328	0.453247	-0.025891	0.011196	0.019275	126
0.145874	0.106079	0.453979	-0.027290	0.011005	0.018830	127
0.147217	0.099731	0.457153	-0.028244	0.011132	0.018893	128
0.146973	0.095581	0.460693	-0.027926	0.009860	0.018066	129
0.143311	0.090454	0.464844	-0.026527	0.009924	0.018130	130
0.142578	0.087769	0.466064	-0.024173	0.009733	0.017366	131
0.144775	0.088379	0.467773	-0.021692	0.008588	0.016730	132
0.145142	0.088501	0.468262	-0.018384	0.008906	0.016412	133
0.145630	0.092041	0.467529	-0.016031	0.008270	0.016158	134
0.145142	0.091553	0.466064	-0.014249	0.007125	0.016412	135
0.145752	0.093506	0.467529	-0.013168	0.007379	0.016285	136
0.147095	0.095825	0.468262	-0.012087	0.007061	0.016285	137
0.146729	0.096802	0.470337	-0.012341	0.008079	0.016158	138
0.146729	0.095947	0.470581	-0.012786	0.008270	0.016285	139
0.146484	0.091187	0.471924	-0.013550	0.007379	0.016476	140
0.146240	0.089233	0.471436	-0.013868	0.008015	0.016412	141
0.149292	0.082153	0.472900	-0.013613	0.008079	0.016412	142
0.148193	0.080444	0.472290	-0.012723	0.007824	0.016921	143
0.147095	0.081177	0.475586	-0.012023	0.007697	0.016794	144
0.147583	0.082397	0.475342	-0.011896	0.007252	0.016476	145
0.146606	0.082275	0.475830	-0.012214	0.007634	0.016285	146
0.145386	0.085938	0.477905	-0.012595	0.006552	0.015840	147
0.145142	0.086426	0.476440	-0.013677	0.005725	0.015649	148
0.145508	0.083496	0.474121	-0.015585	0.006107	0.015140	149
0.145874	0.080933	0.474487	-0.016730	0.005725	0.014249	150
0.142822	0.077026	0.474731	-0.017875	0.004962	0.014059	151
0.143433	0.076538	0.475098	-0.017684	0.003753	0.013613	152
